Time,State of Charge, Pack Voltage, Pack Current, Pack CCL, Pack DCL, Highest Cell ID, Highest Cell Volt, Lowest Cell ID, Lowest Cell Volt, Charger Safety Status, Charge Enable Status, Discharge Enable Status, High Temperature, Low Temperature, Cell Voltage 1,Cell Voltage 2,Cell Voltage 3,Cell Voltage 4,Cell Voltage 5,Cell Voltage 6,Cell Voltage 7,Cell Voltage 8,Cell Voltage 9,Cell Voltage 10,Cell Voltage 11,Cell Voltage 12,Cell Voltage 13,Cell Voltage 14,Cell Voltage 15,Cell Voltage 16,Cell Voltage 17,Cell Voltage 18,Cell Voltage 19,Cell Voltage 20,Cell Voltage 21,Cell Voltage 22,Cell Voltage 23,Cell Voltage 24,Cell Voltage 25,Cell Voltage 26,Cell Voltage 27,Cell Voltage 28,Cell Voltage 29,Cell Voltage 30,Cell Voltage 31,Cell Voltage 32,Cell Voltage 33,Cell Voltage 34,Cell Voltage 35,Cell Voltage 36,Cell Voltage 37,Cell Voltage 38,Cell Voltage 39,Cell Voltage 40,Cell Voltage 41,Cell Voltage 42,Cell Voltage 43,Cell Voltage 44,Cell Voltage 45,Cell Voltage 46,Cell Voltage 47,Cell Voltage 48,Cell Voltage 49,Cell Voltage 50,Cell Voltage 51,Cell Voltage 52,Cell Voltage 53,Cell Voltage 54,Cell Voltage 55,Cell Voltage 56,Cell Voltage 57,Cell Voltage 58,Cell Voltage 59,Cell Voltage 60,Cell Voltage 61,Cell Voltage 62,Cell Voltage 63,Cell Voltage 64,Cell Voltage 65,Cell Voltage 66,Cell Voltage 67,Cell Voltage 68,Cell Voltage 69,Cell Voltage 70,Cell Voltage 71,Cell Voltage 72,Cell Voltage 73,Cell Voltage 74,Cell Voltage 75,Cell Voltage 76,Cell Voltage 77,Cell Voltage 78,Cell Voltage 79,Cell Voltage 80,Cell Voltage 81,Cell Voltage 82,Cell Voltage 83,Cell Voltage 84,Cell Resistance 1,Cell Resistance 2,Cell Resistance 3,Cell Resistance 4,Cell Resistance 5,Cell Resistance 6,Cell Resistance 7,Cell Resistance 8,Cell Resistance 9,Cell Resistance 10,Cell Resistance 11,Cell Resistance 12,Cell Resistance 13,Cell Resistance 14,Cell Resistance 15,Cell Resistance 16,Cell Resistance 17,Cell Resistance 18,Cell Resistance 19,Cell Resistance 20,Cell Resistance 21,Cell Resistance 22,Cell Resistance 23,Cell Resistance 24,Cell Resistance 25,Cell Resistance 26,Cell Resistance 27,Cell Resistance 28,Cell Resistance 29,Cell Resistance 30,Cell Resistance 31,Cell Resistance 32,Cell Resistance 33,Cell Resistance 34,Cell Resistance 35,Cell Resistance 36,Cell Resistance 37,Cell Resistance 38,Cell Resistance 39,Cell Resistance 40,Cell Resistance 41,Cell Resistance 42,Cell Resistance 43,Cell Resistance 44,Cell Resistance 45,Cell Resistance 46,Cell Resistance 47,Cell Resistance 48,Cell Resistance 49,Cell Resistance 50,Cell Resistance 51,Cell Resistance 52,Cell Resistance 53,Cell Resistance 54,Cell Resistance 55,Cell Resistance 56,Cell Resistance 57,Cell Resistance 58,Cell Resistance 59,Cell Resistance 60,Cell Resistance 61,Cell Resistance 62,Cell Resistance 63,Cell Resistance 64,Cell Resistance 65,Cell Resistance 66,Cell Resistance 67,Cell Resistance 68,Cell Resistance 69,Cell Resistance 70,Cell Resistance 71,Cell Resistance 72,Cell Resistance 73,Cell Resistance 74,Cell Resistance 75,Cell Resistance 76,Cell Resistance 77,Cell Resistance 78,Cell Resistance 79,Cell Resistance 80,Cell Resistance 81,Cell Resistance 82,Cell Resistance 83,Cell Resistance 84,Open Cell Voltage 1,Open Cell Voltage 2,Open Cell Voltage 3,Open Cell Voltage 4,Open Cell Voltage 5,Open Cell Voltage 6,Open Cell Voltage 7,Open Cell Voltage 8,Open Cell Voltage 9,Open Cell Voltage 10,Open Cell Voltage 11,Open Cell Voltage 12,Open Cell Voltage 13,Open Cell Voltage 14,Open Cell Voltage 15,Open Cell Voltage 16,Open Cell Voltage 17,Open Cell Voltage 18,Open Cell Voltage 19,Open Cell Voltage 20,Open Cell Voltage 21,Open Cell Voltage 22,Open Cell Voltage 23,Open Cell Voltage 24,Open Cell Voltage 25,Open Cell Voltage 26,Open Cell Voltage 27,Open Cell Voltage 28,Open Cell Voltage 29,Open Cell Voltage 30,Open Cell Voltage 31,Open Cell Voltage 32,Open Cell Voltage 33,Open Cell Voltage 34,Open Cell Voltage 35,Open Cell Voltage 36,Open Cell Voltage 37,Open Cell Voltage 38,Open Cell Voltage 39,Open Cell Voltage 40,Open Cell Voltage 41,Open Cell Voltage 42,Open Cell Voltage 43,Open Cell Voltage 44,Open Cell Voltage 45,Open Cell Voltage 46,Open Cell Voltage 47,Open Cell Voltage 48,Open Cell Voltage 49,Open Cell Voltage 50,Open Cell Voltage 51,Open Cell Voltage 52,Open Cell Voltage 53,Open Cell Voltage 54,Open Cell Voltage 55,Open Cell Voltage 56,Open Cell Voltage 57,Open Cell Voltage 58,Open Cell Voltage 59,Open Cell Voltage 60,Open Cell Voltage 61,Open Cell Voltage 62,Open Cell Voltage 63,Open Cell Voltage 64,Open Cell Voltage 65,Open Cell Voltage 66,Open Cell Voltage 67,Open Cell Voltage 68,Open Cell Voltage 69,Open Cell Voltage 70,Open Cell Voltage 71,Open Cell Voltage 72,Open Cell Voltage 73,Open Cell Voltage 74,Open Cell Voltage 75,Open Cell Voltage 76,Open Cell Voltage 77,Open Cell Voltage 78,Open Cell Voltage 79,Open Cell Voltage 80,Open Cell Voltage 81,Open Cell Voltage 82,Open Cell Voltage 83,Open Cell Voltage 84,
Fri Mar 27 18:51:35 CDT 2026,53.0,306.5,-4.9,6,198,19,3.696200,31,3.587300,1,0,1,26,26,3.6463,3.6708,3.6501,3.6505,3.6547,3.654,3.6518,3.6536,3.6408,3.6537,3.655,3.6502,3.6464,3.6524,3.649,3.654,3.649,3.6485,3.6962,3.6524,3.6489,3.6499,3.6508,3.6473,3.6458,3.653,3.6527,3.6479,3.655,3.6551,3.5873,3.6481,3.6515,3.6528,3.6498,3.649,3.6431,3.6546,3.6472,3.6465,3.6494,3.6488,3.6474,3.65,3.6486,3.6464,3.6478,3.6496,3.6461,3.6491,3.6556,3.6529,3.6537,3.6533,3.6583,3.6537,3.6535,3.6528,3.6481,3.6552,3.643,3.6543,3.6489,3.6495,3.6511,3.6515,3.5927,3.6542,3.6511,3.6533,3.6579,3.6522,3.64,3.6488,3.6492,3.6478,3.6476,3.6469,3.6479,3.6461,3.6472,3.651,3.646,3.6452,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6447,3.6692,3.6496,3.6489,3.6524,3.6529,3.6502,3.6522,3.6402,3.6519,3.6526,3.6492,3.6445,3.649,3.648,3.6524,3.6469,3.6466,3.6918,3.649,3.6479,3.6483,3.6486,3.6453,3.6447,3.6517,3.6524,3.6478,3.654,3.6532,3.5859,3.6469,3.6513,3.6531,3.649,3.6474,3.6418,3.6532,3.6468,3.6456,3.6501,3.647,3.6461,3.6488,3.6482,3.6456,3.6483,3.6476,3.6441,3.648,3.6558,3.6523,3.6534,3.651,3.6558,3.653,3.6537,3.652,3.6479,3.6527,3.6414,3.6517,3.6478,3.6482,3.6506,3.6485,3.5908,3.6516,3.6499,3.652,3.6574,3.6488,3.639,3.648,3.6486,3.6466,3.6476,3.6463,3.647,3.6452,3.6463,3.6499,3.6459,3.6445,
Fri Mar 27 18:51:36 CDT 2026,53.0,306.6,-4.7,6,198,19,3.691300,31,3.586500,1,0,1,26,26,3.6455,3.6702,3.65,3.6502,3.6529,3.6541,3.6509,3.6532,3.6405,3.6531,3.6529,3.6503,3.6451,3.6504,3.6487,3.6529,3.6481,3.6475,3.6913,3.6504,3.6486,3.6489,3.6498,3.6462,3.6455,3.6532,3.6521,3.6477,3.6549,3.6551,3.5865,3.6483,3.651,3.6526,3.6498,3.649,3.6431,3.655,3.6477,3.6477,3.651,3.6483,3.6474,3.6506,3.6489,3.6475,3.649,3.6488,3.6464,3.6504,3.6576,3.6533,3.6543,3.6552,3.6587,3.6557,3.6555,3.6532,3.6489,3.6575,3.6426,3.653,3.6478,3.6486,3.6512,3.6497,3.5921,3.6529,3.6497,3.6522,3.6579,3.6501,3.6408,3.6501,3.6499,3.6484,3.6482,3.6481,3.6486,3.6471,3.6476,3.6516,3.6467,3.6464,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6447,3.6692,3.6496,3.6489,3.6524,3.6529,3.6502,3.6522,3.6402,3.6519,3.6526,3.6492,3.6445,3.649,3.648,3.6524,3.6469,3.6466,3.6918,3.649,3.6479,3.6483,3.6486,3.6453,3.6447,3.6517,3.6524,3.6478,3.654,3.6532,3.5859,3.6469,3.6513,3.6531,3.649,3.6474,3.6418,3.6532,3.6468,3.6456,3.6501,3.647,3.6461,3.6488,3.6482,3.6456,3.6483,3.6476,3.6441,3.648,3.6558,3.6523,3.6534,3.651,3.6558,3.653,3.6537,3.652,3.6479,3.6527,3.6414,3.6517,3.6478,3.6482,3.6506,3.6485,3.5908,3.6516,3.6499,3.652,3.6574,3.6488,3.639,3.648,3.6486,3.6466,3.6476,3.6463,3.647,3.6452,3.6463,3.6499,3.6459,3.6445,
Fri Mar 27 18:51:39 CDT 2026,53.0,306.5,-4.6,6,198,19,3.694800,31,3.587500,1,0,1,26,26,3.6451,3.6709,3.6503,3.6504,3.6533,3.6523,3.6504,3.6537,3.6409,3.6535,3.6534,3.6487,3.6461,3.6509,3.6486,3.6521,3.648,3.6476,3.6948,3.6508,3.6486,3.6482,3.6496,3.6463,3.646,3.6535,3.6537,3.6485,3.6547,3.6562,3.5875,3.6487,3.6525,3.6536,3.6496,3.6499,3.6438,3.6555,3.6492,3.6468,3.6509,3.6485,3.6482,3.6509,3.6506,3.6469,3.649,3.6493,3.6459,3.65,3.6577,3.6533,3.6546,3.6538,3.6579,3.6551,3.6555,3.6532,3.6492,3.6557,3.6434,3.6541,3.6493,3.6496,3.6512,3.6504,3.5931,3.6539,3.6514,3.6533,3.6578,3.6508,3.6418,3.6503,3.6496,3.6481,3.6491,3.6485,3.65,3.6475,3.6474,3.6513,3.6474,3.6466,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6446,3.6696,3.6498,3.6494,3.6522,3.6522,3.6501,3.6525,3.6405,3.6525,3.6524,3.6486,3.6448,3.6498,3.6482,3.6519,3.6467,3.647,3.6922,3.6498,3.6482,3.6479,3.6484,3.6457,3.645,3.6525,3.6527,3.6475,3.6535,3.6537,3.5865,3.6477,3.6516,3.6526,3.6484,3.6478,3.6422,3.654,3.647,3.6455,3.6498,3.6479,3.6465,3.6495,3.6485,3.6456,3.6481,3.6486,3.6442,3.6489,3.6561,3.652,3.6527,3.6524,3.6557,3.6539,3.6539,3.6518,3.6473,3.6542,3.642,3.6531,3.6484,3.6488,3.6512,3.6493,3.5917,3.653,3.6504,3.6526,3.6579,3.6496,3.639,3.648,3.6486,3.6466,3.6476,3.6463,3.647,3.6452,3.6463,3.6499,3.6459,3.6445,
Fri Mar 27 18:51:39 CDT 2026,53.0,306.5,-4.6,6,198,19,3.694800,31,3.587500,1,0,1,26,26,3.6451,3.6709,3.6503,3.6504,3.6533,3.6523,3.6504,3.6537,3.6409,3.6535,3.6534,3.6487,3.6461,3.6509,3.6486,3.6521,3.648,3.6476,3.6948,3.6508,3.6486,3.6482,3.6496,3.6463,3.646,3.6535,3.6537,3.6485,3.6547,3.6562,3.5875,3.6487,3.6525,3.6536,3.6496,3.6499,3.6438,3.6555,3.6492,3.6468,3.6509,3.6485,3.6482,3.6509,3.6506,3.6469,3.649,3.6493,3.6459,3.65,3.6577,3.6533,3.6546,3.6538,3.6579,3.6551,3.6555,3.6532,3.6492,3.6557,3.6439,3.6537,3.6491,3.6502,3.6524,3.6521,3.5939,3.6538,3.6512,3.654,3.6593,3.6527,3.6418,3.6503,3.6496,3.6481,3.6491,3.6485,3.65,3.6475,3.6474,3.6513,3.6474,3.6466,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6446,3.6696,3.6498,3.6494,3.6522,3.6522,3.6501,3.6525,3.6405,3.6525,3.6524,3.6486,3.6448,3.6498,3.6482,3.6519,3.6467,3.647,3.6922,3.6498,3.6482,3.6479,3.6484,3.6457,3.645,3.6525,3.6527,3.6475,3.6535,3.6537,3.5865,3.6477,3.6516,3.6526,3.6484,3.6478,3.6422,3.654,3.647,3.6455,3.6498,3.6479,3.6465,3.6495,3.6485,3.6456,3.6481,3.6486,3.6442,3.6489,3.6561,3.652,3.6527,3.6524,3.6557,3.6539,3.6539,3.6518,3.6473,3.6542,3.642,3.6531,3.6484,3.6488,3.6512,3.6493,3.5917,3.653,3.6504,3.6526,3.6579,3.6496,3.6398,3.6488,3.6488,3.6467,3.648,3.6475,3.6478,3.646,3.6466,3.65,3.6464,3.6458,
Fri Mar 27 18:51:40 CDT 2026,53.0,306.6,-4.6,6,198,19,3.688700,31,3.586700,1,0,1,26,26,3.646,3.6704,3.6498,3.6504,3.6532,3.6536,3.6513,3.6535,3.6401,3.6534,3.6533,3.6499,3.6448,3.6513,3.6489,3.6528,3.6476,3.6477,3.6887,3.6513,3.6489,3.6491,3.6493,3.6464,3.6455,3.6541,3.6536,3.6493,3.654,3.6532,3.5867,3.6492,3.6526,3.6546,3.649,3.6478,3.6437,3.6553,3.6485,3.6476,3.6518,3.6491,3.6484,3.6508,3.65,3.6476,3.65,3.6497,3.6467,3.6507,3.6591,3.6539,3.654,3.655,3.659,3.656,3.6569,3.6537,3.6485,3.6568,3.6427,3.6541,3.6488,3.6498,3.6524,3.6509,3.5924,3.6538,3.651,3.6537,3.6592,3.6514,3.6411,3.651,3.6499,3.648,3.6494,3.6487,3.649,3.648,3.6477,3.6513,3.6477,3.647,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6446,3.6696,3.6498,3.6494,3.6522,3.6522,3.6501,3.6525,3.6405,3.6525,3.6524,3.6486,3.6448,3.6498,3.6482,3.6519,3.6467,3.647,3.6922,3.6498,3.6482,3.6479,3.6484,3.6457,3.645,3.6525,3.6527,3.6475,3.6535,3.6537,3.5865,3.6477,3.6516,3.6526,3.6484,3.6478,3.6422,3.654,3.647,3.6455,3.6498,3.6479,3.6465,3.6495,3.6485,3.6456,3.6481,3.6486,3.6442,3.6489,3.6561,3.652,3.6527,3.6524,3.6557,3.6539,3.6539,3.6518,3.6473,3.6542,3.642,3.6531,3.6484,3.6488,3.6512,3.6493,3.5917,3.653,3.6504,3.6526,3.6579,3.6496,3.6398,3.6488,3.6488,3.6467,3.648,3.6475,3.6478,3.646,3.6466,3.65,3.6464,3.6458,
Fri Mar 27 18:51:41 CDT 2026,53.0,306.5,-4.8,6,198,19,3.689400,31,3.589100,1,0,1,26,26,3.6464,3.6708,3.6505,3.6501,3.6534,3.6543,3.652,3.6539,3.6411,3.653,3.6536,3.6505,3.6451,3.6513,3.6486,3.6527,3.6475,3.6469,3.6894,3.6513,3.6486,3.6488,3.6492,3.6457,3.6469,3.6537,3.6531,3.6483,3.6555,3.6555,3.5891,3.6488,3.6521,3.6532,3.6502,3.6497,3.644,3.6562,3.6494,3.6473,3.6519,3.6493,3.6484,3.6516,3.6508,3.6473,3.6501,3.65,3.6461,3.6495,3.6574,3.6536,3.6542,3.6541,3.6581,3.6543,3.6552,3.6535,3.6489,3.656,3.6423,3.6544,3.6486,3.6482,3.6514,3.6504,3.5919,3.6543,3.6505,3.6517,3.658,3.6509,3.6405,3.6507,3.6503,3.6486,3.6491,3.648,3.6484,3.6477,3.648,3.6518,3.6473,3.646,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6446,3.6696,3.6498,3.6494,3.6522,3.6522,3.6501,3.6525,3.6405,3.6525,3.6524,3.6486,3.6448,3.6498,3.6482,3.6519,3.6467,3.647,3.6922,3.6498,3.6482,3.6479,3.6484,3.6457,3.645,3.6525,3.6527,3.6475,3.6535,3.6537,3.5865,3.6477,3.6516,3.6526,3.6484,3.6478,3.6422,3.654,3.647,3.6455,3.6498,3.6479,3.6465,3.6495,3.6485,3.6456,3.6481,3.6486,3.6442,3.6489,3.6561,3.652,3.6527,3.6524,3.6557,3.6539,3.6539,3.6518,3.6473,3.6542,3.642,3.6531,3.6484,3.6488,3.6512,3.6493,3.5917,3.653,3.6504,3.6526,3.6579,3.6496,3.6398,3.6488,3.6488,3.6467,3.648,3.6475,3.6478,3.646,3.6466,3.65,3.6464,3.6458,
Fri Mar 27 18:51:43 CDT 2026,53.0,306.5,-4.6,6,198,19,3.695400,31,3.589500,1,0,1,26,26,3.646,3.6692,3.6496,3.6501,3.6522,3.6532,3.6514,3.6529,3.6399,3.6531,3.652,3.6495,3.6463,3.6521,3.6494,3.653,3.6471,3.6488,3.6954,3.652,3.6495,3.6492,3.6488,3.6473,3.6474,3.6545,3.6544,3.649,3.6553,3.6554,3.5895,3.6494,3.6534,3.6542,3.6503,3.6496,3.6439,3.6552,3.6484,3.6476,3.6509,3.6496,3.6484,3.6508,3.6498,3.6476,3.6491,3.6504,3.6464,3.6511,3.6574,3.6542,3.6545,3.6541,3.6584,3.6565,3.6552,3.6541,3.6491,3.6561,3.6422,3.653,3.6497,3.6496,3.6515,3.6503,3.5918,3.6528,3.6518,3.6532,3.658,3.6507,3.6405,3.651,3.6508,3.6497,3.6492,3.6489,3.6482,3.6481,3.6484,3.6531,3.6476,3.6471,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6457,3.6703,3.65,3.6503,3.6521,3.6537,3.6513,3.653,3.6408,3.6535,3.6522,3.6499,3.6455,3.6503,3.6486,3.6534,3.6469,3.6478,3.6947,3.6503,3.6485,3.6492,3.6485,3.6464,3.6458,3.653,3.6531,3.6487,3.6534,3.6545,3.5879,3.6481,3.6519,3.6539,3.6486,3.6487,3.6426,3.6548,3.6473,3.6466,3.6504,3.6486,3.6469,3.6503,3.6487,3.6465,3.6486,3.6493,3.6449,3.6496,3.6561,3.6536,3.6536,3.6526,3.6565,3.6547,3.6539,3.6534,3.6482,3.6544,3.6422,3.6534,3.6481,3.6496,3.651,3.6497,3.592,3.6534,3.6503,3.6534,3.6577,3.6502,3.6397,3.6492,3.6492,3.6475,3.6484,3.6474,3.6476,3.6464,3.6469,3.6508,3.6466,3.6456,
Fri Mar 27 18:51:43 CDT 2026,53.0,306.5,-4.6,6,198,19,3.693000,31,3.588300,1,0,1,26,26,3.646,3.671,3.6497,3.6512,3.6531,3.655,3.6513,3.6539,3.6401,3.6544,3.6532,3.6512,3.6462,3.6516,3.6501,3.6543,3.6486,3.6485,3.693,3.6514,3.6501,3.6502,3.6503,3.6471,3.6464,3.6548,3.6546,3.6493,3.6571,3.6557,3.5883,3.6497,3.6536,3.6545,3.6516,3.6495,3.6436,3.6566,3.6485,3.6478,3.6511,3.65,3.6479,3.652,3.6499,3.6476,3.6494,3.6508,3.6456,3.6499,3.6565,3.6537,3.6545,3.6537,3.6571,3.6548,3.6542,3.6535,3.6491,3.6554,3.6417,3.6531,3.6495,3.649,3.6513,3.65,3.5912,3.6529,3.6517,3.6525,3.6578,3.6503,3.6411,3.6497,3.6507,3.6488,3.6487,3.6488,3.6491,3.6469,3.6484,3.6521,3.647,3.6471,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6457,3.6703,3.65,3.6503,3.6521,3.6537,3.6513,3.653,3.6408,3.6535,3.6522,3.6499,3.6455,3.6503,3.6486,3.6534,3.6469,3.6478,3.6947,3.6503,3.6485,3.6492,3.6485,3.6464,3.6458,3.653,3.6531,3.6487,3.6534,3.6545,3.5879,3.6481,3.6519,3.6539,3.6486,3.6487,3.6426,3.6548,3.6473,3.6466,3.6504,3.6486,3.6469,3.6503,3.6487,3.6465,3.6486,3.6493,3.6449,3.6496,3.6561,3.6536,3.6536,3.6526,3.6565,3.6547,3.6539,3.6534,3.6482,3.6544,3.6422,3.6534,3.6481,3.6496,3.651,3.6497,3.592,3.6534,3.6503,3.6534,3.6577,3.6502,3.6397,3.6492,3.6492,3.6475,3.6484,3.6474,3.6476,3.6464,3.6469,3.6508,3.6466,3.6456,
Fri Mar 27 18:51:45 CDT 2026,53.0,306.5,-4.7,6,198,19,3.692400,31,3.589000,1,0,1,26,26,3.6463,3.6708,3.6504,3.6499,3.6536,3.654,3.6518,3.6539,3.6411,3.653,3.6538,3.6504,3.646,3.6515,3.6496,3.6547,3.6488,3.6479,3.6924,3.6513,3.6494,3.6505,3.6505,3.6466,3.6469,3.6553,3.6551,3.649,3.6563,3.6548,3.589,3.6502,3.654,3.6542,3.6512,3.6491,3.6439,3.6562,3.6485,3.6481,3.6533,3.6495,3.6482,3.6515,3.65,3.6482,3.6515,3.6502,3.6457,3.6502,3.6574,3.6532,3.6551,3.6549,3.6571,3.6552,3.6553,3.6532,3.65,3.657,3.643,3.6539,3.6495,3.6494,3.6515,3.6509,3.5929,3.6538,3.6516,3.653,3.6581,3.6513,3.6414,3.6517,3.6499,3.6483,3.6493,3.6489,3.6494,3.6487,3.6478,3.6516,3.6476,3.6472,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,3.6457,3.6703,3.65,3.6503,3.6521,3.6537,3.6513,3.653,3.6408,3.6535,3.6522,3.6499,3.6455,3.6503,3.6486,3.6534,3.6469,3.6478,3.6947,3.6503,3.6485,3.6492,3.6485,3.6464,3.6458,3.653,3.6531,3.6487,3.6534,3.6545,3.5879,3.6481,3.6519,3.6539,3.6486,3.6487,3.6426,3.6548,3.6473,3.6466,3.6504,3.6486,3.6469,3.6503,3.6487,3.6465,3.6486,3.6493,3.6449,3.6496,3.6561,3.6536,3.6536,3.6526,3.6565,3.6547,3.6539,3.6534,3.6482,3.6544,3.6422,3.6534,3.6481,3.6496,3.651,3.6497,3.592,3.6534,3.6503,3.6534,3.6577,3.6502,3.6397,3.6492,3.6492,3.6475,3.6484,3.6474,3.6476,3.6464,3.6469,3.6508,3.6466,3.6456,
